target_month,region,prefecture,store_code,store_name,channel,category,target_orders,target_sales_amount,target_gross_profit,target_new_customers,planning_basis
2025-09,Kanto,Saitama,ST023,Saitama_Branch_3,CorporateSales,FoodPackaging,131,9067478,1658363,44,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,PCPeripherals,185,6141190,1172048,44,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,PCPeripherals,184,8199190,2090286,16,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,PCPeripherals,326,8223281,2273104,22,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,PCPeripherals,417,5658254,1335686,20,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,MedicalConsumables,184,5494140,1481247,9,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,MedicalConsumables,225,7690562,2334580,47,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,MedicalConsumables,204,7538899,1423751,37,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,MedicalConsumables,377,3138959,664460,22,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,FoodPackaging,235,8735448,2255383,11,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,FoodPackaging,262,5268712,1201671,35,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,FoodPackaging,419,5407955,1632459,30,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,FoodPackaging,222,5844519,1617473,30,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,IndustrialEquipment,383,3260325,934500,22,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,IndustrialEquipment,292,7920812,1817859,29,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,IndustrialEquipment,216,7845751,1690561,28,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,IndustrialEquipment,291,7098235,1749820,30,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,OfficeSupplies,404,2473336,559184,53,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,OfficeSupplies,229,8900580,1975042,12,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,OfficeSupplies,412,5358889,1523646,33,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,OfficeSupplies,319,6280350,1880790,10,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,EC,NetworkDevices,272,8993345,2008979,33,SalesPlan
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,RetailStore,NetworkDevices,176,8176183,1989565,46,PriorYearAdjustment
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,Wholesale,NetworkDevices,246,5107237,1166845,8,StrategicCampaign
2025-09,Kanto,Saitama,ST024,Saitama_Branch_4,CorporateSales,NetworkDevices,264,8673983,1903628,20,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,SafetyGear,167,5943491,1524022,18,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,SafetyGear,253,6274966,1311480,28,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,SafetyGear,124,9163996,2029291,23,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,SafetyGear,180,4485199,853865,46,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,StoreFixtures,345,2931225,653806,39,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,StoreFixtures,212,2580046,606474,43,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,StoreFixtures,194,6781177,1934040,51,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,StoreFixtures,149,3480747,774864,8,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,FoodPackaging,154,2104214,438273,21,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,FoodPackaging,224,2563541,429064,25,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,FoodPackaging,385,2599913,557848,31,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,FoodPackaging,131,4474583,834214,26,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,CleaningSupplies,301,7883767,2065666,10,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,CleaningSupplies,169,8510985,2289453,12,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,CleaningSupplies,303,8310331,2407592,29,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,CleaningSupplies,224,2368967,597016,48,PriorYearAdjustment
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,IndustrialEquipment,307,2208301,676646,27,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,IndustrialEquipment,150,3706759,972897,43,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,IndustrialEquipment,370,6017150,1389971,28,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,IndustrialEquipment,161,2718520,729521,34,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,EC,NetworkDevices,387,7356691,1411173,33,StrategicCampaign
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,RetailStore,NetworkDevices,228,6522329,1711005,24,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,Wholesale,NetworkDevices,288,6461120,1487950,32,SalesPlan
2025-09,Kanto,Chiba,ST025,Chiba_Branch_1,CorporateSales,NetworkDevices,222,2505459,731594,13,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,BusinessSoftware,167,7070609,2139654,37,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,BusinessSoftware,281,5975406,1803214,24,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,BusinessSoftware,289,1827620,505401,39,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,BusinessSoftware,411,5608205,1603342,19,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,NetworkDevices,336,6801933,1269528,45,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,NetworkDevices,323,7141104,1384487,38,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,NetworkDevices,250,8564260,2396201,33,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,NetworkDevices,331,8402761,2531950,51,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,PCPeripherals,158,7353458,1738557,31,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,PCPeripherals,313,5194417,1179266,47,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,PCPeripherals,198,4894561,1114185,18,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,PCPeripherals,300,4445502,712468,11,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,StoreFixtures,248,9025455,1921295,37,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,StoreFixtures,209,2651814,509885,54,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,StoreFixtures,374,7353867,1480951,31,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,StoreFixtures,140,4781366,1119615,43,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,OfficeSupplies,225,2045030,469424,46,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,OfficeSupplies,206,4990190,912611,24,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,OfficeSupplies,353,3849816,660259,17,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,OfficeSupplies,263,5322810,1018473,42,PriorYearAdjustment
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,EC,CleaningSupplies,133,3974262,927849,52,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,RetailStore,CleaningSupplies,322,5866124,1345178,47,SalesPlan
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,Wholesale,CleaningSupplies,272,3207809,750664,21,StrategicCampaign
2025-09,Kanto,Chiba,ST026,Chiba_Branch_2,CorporateSales,CleaningSupplies,371,6090343,1883420,13,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,BusinessSoftware,416,5396648,1563496,27,PriorYearAdjustment
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,BusinessSoftware,138,6722813,1829952,45,StrategicCampaign
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,BusinessSoftware,372,2232176,415978,12,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,BusinessSoftware,230,4540620,1124495,23,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,FoodPackaging,242,4354600,1337305,24,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,FoodPackaging,374,5830210,1691213,29,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,FoodPackaging,154,7463102,1513394,28,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,FoodPackaging,408,4322110,853332,14,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,NetworkDevices,416,3961373,1022028,37,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,NetworkDevices,169,4809985,1318536,52,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,NetworkDevices,356,7824909,1848851,14,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,NetworkDevices,362,4472998,1241741,54,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,PCPeripherals,214,3106417,731081,30,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,PCPeripherals,417,7083012,1262434,34,StrategicCampaign
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,PCPeripherals,222,6793021,1751446,16,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,PCPeripherals,307,5087298,1392201,11,StrategicCampaign
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,MedicalConsumables,373,8908868,1571459,51,StrategicCampaign
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,MedicalConsumables,124,4748912,814843,51,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,MedicalConsumables,377,3607772,848545,27,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,MedicalConsumables,242,3955207,793393,29,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,EC,StoreFixtures,338,4199126,1267645,20,SalesPlan
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,RetailStore,StoreFixtures,344,2184471,627952,9,PriorYearAdjustment
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,Wholesale,StoreFixtures,202,3437183,864716,11,PriorYearAdjustment
2025-09,Kanto,Chiba,ST027,Chiba_Branch_3,CorporateSales,StoreFixtures,195,6579274,1220396,16,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,BusinessSoftware,415,5240238,1056649,34,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,BusinessSoftware,241,6560695,1416817,38,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,BusinessSoftware,368,8902734,1744680,41,StrategicCampaign
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,BusinessSoftware,257,2075467,484961,17,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,SafetyGear,198,5324647,1606515,16,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,SafetyGear,138,8522988,1653384,30,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,SafetyGear,264,9100413,2154145,13,StrategicCampaign
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,SafetyGear,253,7541317,1299439,13,StrategicCampaign
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,CleaningSupplies,283,3979287,975310,27,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,CleaningSupplies,397,4734489,1312612,45,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,CleaningSupplies,265,7508786,1651399,34,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,CleaningSupplies,145,3338198,627236,40,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,NetworkDevices,308,5063283,1469426,18,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,NetworkDevices,257,3787131,862350,22,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,NetworkDevices,408,8551447,2217461,15,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,NetworkDevices,202,5312564,1080373,52,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,MedicalConsumables,418,3159745,544541,16,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,MedicalConsumables,234,8526846,2340177,49,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,MedicalConsumables,136,4486621,1322125,21,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,MedicalConsumables,129,5008116,1343826,51,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,EC,FoodPackaging,360,4340225,1115006,49,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,RetailStore,FoodPackaging,334,5318392,1535376,21,SalesPlan
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,Wholesale,FoodPackaging,138,4331464,1322751,9,PriorYearAdjustment
2025-09,Kanto,Chiba,ST028,Chiba_Branch_4,CorporateSales,FoodPackaging,289,6450690,1295456,23,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,PCPeripherals,154,3392255,1049335,17,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,PCPeripherals,161,2647120,746904,53,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,PCPeripherals,195,7648009,2157621,22,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,PCPeripherals,271,3915061,1066766,21,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,NetworkDevices,265,3497171,959820,22,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,NetworkDevices,180,8265264,1720810,33,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,NetworkDevices,318,7512734,1942544,27,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,NetworkDevices,365,1819304,325143,21,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,StoreFixtures,366,3192456,826894,43,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,StoreFixtures,305,3546505,718132,23,StrategicCampaign
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,StoreFixtures,295,8302987,1752648,8,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,StoreFixtures,384,6088726,1443362,49,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,MedicalConsumables,365,7485164,1783496,51,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,MedicalConsumables,374,3395394,963297,27,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,MedicalConsumables,344,8042979,1750291,23,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,MedicalConsumables,414,4640306,1382119,36,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,OfficeSupplies,186,3700262,848348,19,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,OfficeSupplies,390,4730509,1084992,51,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,OfficeSupplies,253,5214320,1513241,43,PriorYearAdjustment
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,OfficeSupplies,293,6347270,1594310,46,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,EC,FoodPackaging,143,3126260,861323,54,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,RetailStore,FoodPackaging,372,9136786,1598342,25,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,Wholesale,FoodPackaging,255,7130627,1654792,53,SalesPlan
2025-09,Chubu,Aichi,ST029,Aichi_Branch_1,CorporateSales,FoodPackaging,333,5242931,1247558,21,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,PCPeripherals,320,2685027,787337,46,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,PCPeripherals,143,4955439,909300,42,StrategicCampaign
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,PCPeripherals,164,8087150,1870398,37,StrategicCampaign
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,PCPeripherals,262,8218474,1761311,51,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,FoodPackaging,348,5281844,1325297,9,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,FoodPackaging,370,5891657,999621,14,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,FoodPackaging,278,2814987,551920,38,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,FoodPackaging,329,6266245,1195348,20,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,CleaningSupplies,407,5018959,1333306,52,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,CleaningSupplies,365,4342578,746957,31,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,CleaningSupplies,190,3336419,905948,16,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,CleaningSupplies,243,4143580,827350,29,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,IndustrialEquipment,330,2100451,496317,53,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,IndustrialEquipment,400,2883106,715352,18,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,IndustrialEquipment,274,7875439,2038368,31,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,IndustrialEquipment,259,7287766,1289833,30,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,StoreFixtures,245,2341185,523963,14,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,StoreFixtures,162,8752666,1910398,44,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,StoreFixtures,204,7270301,1378481,54,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,StoreFixtures,375,8470466,1797488,15,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,EC,BusinessSoftware,148,7632085,1657673,12,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,RetailStore,BusinessSoftware,393,3061019,676068,52,SalesPlan
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,Wholesale,BusinessSoftware,147,7050140,1924164,44,PriorYearAdjustment
2025-09,Chubu,Aichi,ST030,Aichi_Branch_2,CorporateSales,BusinessSoftware,124,3501454,749196,12,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,CleaningSupplies,164,6503535,1560927,31,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,CleaningSupplies,131,7143156,1331582,14,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,CleaningSupplies,282,3545864,895262,48,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,CleaningSupplies,144,4283005,1286923,29,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,MedicalConsumables,331,8952361,1747608,25,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,MedicalConsumables,385,3542161,847068,54,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,MedicalConsumables,207,6071980,1747847,30,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,MedicalConsumables,358,7377618,2251382,11,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,PCPeripherals,207,5421284,1008611,28,StrategicCampaign
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,PCPeripherals,138,6699363,1610852,45,StrategicCampaign
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,PCPeripherals,131,3746152,994986,26,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,PCPeripherals,293,2950226,714734,49,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,NetworkDevices,363,3070604,677701,41,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,NetworkDevices,279,8964673,2523742,49,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,NetworkDevices,277,8704840,1980227,50,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,NetworkDevices,402,8100150,1808197,37,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,SafetyGear,250,5777169,943250,45,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,SafetyGear,354,8815888,1987181,31,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,SafetyGear,278,5276695,871697,12,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,SafetyGear,300,8203248,1599300,9,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,EC,BusinessSoftware,275,7825310,1825336,47,PriorYearAdjustment
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,RetailStore,BusinessSoftware,207,1876106,446220,24,SalesPlan
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,Wholesale,BusinessSoftware,292,8298112,1476611,44,StrategicCampaign
2025-09,Chubu,Aichi,ST031,Aichi_Branch_3,CorporateSales,BusinessSoftware,156,2392786,510470,16,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,BusinessSoftware,342,8796311,1484857,40,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,BusinessSoftware,201,7076605,1457637,45,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,BusinessSoftware,259,8514518,2487440,31,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,BusinessSoftware,375,4739559,1136677,15,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,IndustrialEquipment,182,7091734,2198203,9,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,IndustrialEquipment,283,1890404,389200,36,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,IndustrialEquipment,262,7674985,2363382,51,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,IndustrialEquipment,154,3095835,798655,29,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,SafetyGear,330,6273239,1413988,9,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,SafetyGear,219,4209435,1265175,51,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,SafetyGear,183,9018964,1741298,23,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,SafetyGear,319,8981926,2045984,16,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,PCPeripherals,338,7552629,2031963,38,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,PCPeripherals,386,5108459,1317897,39,PriorYearAdjustment
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,PCPeripherals,242,5286765,884686,53,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,PCPeripherals,120,3546494,739032,54,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,CleaningSupplies,248,5967257,1411262,25,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,CleaningSupplies,215,8351965,2100251,35,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,CleaningSupplies,131,8333472,2337640,20,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,CleaningSupplies,198,5628787,1396898,9,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,EC,StoreFixtures,167,7373215,2234607,54,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,RetailStore,StoreFixtures,311,2619211,450461,46,SalesPlan
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,Wholesale,StoreFixtures,351,8245406,2036278,54,StrategicCampaign
2025-09,Chubu,Aichi,ST032,Aichi_Branch_4,CorporateSales,StoreFixtures,256,2490767,561509,43,SalesPlan
